O,"Six months later , after a lovely weekend in New England , Captain knew he was going to propose and she could barely contain her excitement ."
O,But Rich did not propose to Cati that night .
O,He broke up with her .
O,"Cathy was shattered , her heart was truly broken , and she now faced yet another recovering ."
O,"But five months after the breakup , Kathy still couldn't stop thinking about rage ."
O,Her heart was still very much broken .
O,The question is why ?
O,Why was this incredibly strong and determined woman unable to marshal the same emotional resources that got her through four years of cancer treatments ?
O,Why do the same coping mechanisms that get us through all kinds of life challenges fail us so miserably when our heart gets broken ?
O,What I've learned is this .
O,"When your heart is broken , the same instincts you ordinarily rely on will time and again lead you down the wrong path ."
O,You simply cannot trust what your mind is telling you .
O,Heartbreak can make even the most reasonable and measured of us come up with mysteries and conspiracy theories where none exist .
O,"Kathy became convinced something must have happened during her romantic getaway with which that soured him on the relationship , and she became obsessed with figuring out what that was ."
O,"And so she spent countless hours going through every minute of that weekend in her mind , searching her memory for clues that were not there ."
O,He simply wasn't in love .
O,Heartbreak is far more insidious than we realized .
O,"I mean , it's amazing we can think of so many challenging human experiences like battling a life threatening ailment or dealing with a crushing injury ."
O,Right .
O,"And yet , as you describe in your talk , there is something about heartbreak that is , as you say , more insidious than we realize ."
O,"It's actually much more insidious because the pain it generates is so severe when when you're dealing with a terrible disease or a terrible injury or even if you're grieving a loss , the pain certainly can be very severe initially ."
O,"But the difference between emotional pain and physical pain is such that if you and I discuss the time you broke your leg and you described it to me in detail , one thing will not happen , and that is your leg will not hurt ."
O,From the description .
O,But emotional pain is different if you 20 years after the fact .
O,Tell me in detail about the time your heart was broken .
O,"You will reactivate that a little bit , you will be scratching whatever's left of that ."
O,Heartbreak is a master manipulator .
O,The ease with which it gets our mind to do the absolute opposite of what we need in order to recover is remarkable .
O,"We spend hours remembering this smile , how great they made us feel that time we hiked up the mountain and made love under the stars ."
O,All that does is make a loss feel more painful .
O,"We know that , yet we still allow our mind to cycle through one greatest hit after another life ."
O,We are being held hostage by our own passive aggressive Spotify playlist .
O,"Heartbreak will make those thoughts pop into your mind , and so to avoid idealising , you have to balance them out by remembering the frown ."
O,"Not just their smile , how bad they made you feel ."
O,The fact that after the lovemaking you got lost coming down the mountain argued like crazy and didn't speak for two days .
O,"What I tell my patients is to compile an exhaustive list of all the ways the person was wrong for you , all the bad qualities , all the pet peeves , and then keep it on your phone ."
O,"And once you have your list , you have to use it ."
O,"When I hear even a hint of idealising or the faintest whiff of nostalgia in a session , I go down , please ."
O,"Your mind will try to tell you they were perfect , but they were not , and neither was the relationship ."
O,"And if you want to get over them , you have to remind yourself of that frequently ."
O,"Now , that is not to vilify the person , but that's just to balance out the idealising , to remind yourself of all the times that you felt miserable because of them ."
O,To remind us of all the times you thought maybe I should break up because this is just not making me happy .
O,How much control do we have in getting over our break ?
O,"I mean , do we have 100 percent control over it or 90 percent control over it ?"
O,Can it can it even be quantified ?
O,"That's a very important question , because what most people do when they're heartbroken is nothing ."
O,They just ride it out .
O,We cannot let our mind just do its thing .
O,"Our mind might be the most brilliant piece of machinery in the universe , but it requires adult supervision ."
O,And that means that we have to assert what the right things are for us to do and not do .
O,"We have to battle thoughts that are useful or harmful or damaging to us when our mind says , oh , you know , I know you're not supposed to be in touch with a person that much , but wasn't second cousin's wedding this weekend ?"
O,"I'm sure if I spent seven to eight hours on Instagram , I could find some kind of images of it from other people when our mind has that brilliant idea ."
O,We need to take over and go .
O,That's not gonna be useful for me .
O,"As tempting as it is and it is , we then have to find ways to distract ourselves ."
O,"Call a friends , start watching a movie , go for a run , do something that prevents us from doing that thing that our minds thought was a great idea ."
O,But actually is a terrible one .
O,"So in terms of how much control we have over our recovery from heartbreak , however much we have , we need to assert we have to have the fight with our mind ."
O,"We might win some and lose some , but the fight has to be had ."
O,That's Guy Wenche .
O,He's the author of the book How to Fix a Broken Heart .
O,You can see both of his talks at TED.com .
O,"Hey , thanks for listening to our show in and out of Love this week ."
O,"If you want to find out more about who is on it , go to Ted Dot , NPR.org ."
O,And to see hundreds more TEDTalks .
O,Check out TED.com with Ted app .
O,"Our production staff at NPR includes Jeff Rogers , Sanaa's Myshkin , Poor Eeva Grant , Casey Herman , Rachael Fawkner , Debo Mota , shaam , James delahoussaye , J.C. Howard and Katie Monu Leone with help from Daniel Shulgin ."
O,"Our intern is Chiara Brown , our partners at Ted , our Chris Anderson , Colin Helms and a feeling she'll Clint ."
O,I'm Guy RAZ .
O,And you've been listening to ideas we're spreading right here on the TED Radio Hour from NPR .
